row_index,audio_filepath,audio_exists,duration,text,split,text_raw
3106,D:\Projects\speech-recognition-demo\audios\common_voice_mn_20541253.wav,True,7.08,"Яагаа вэ, манай зэргэлдээх Сэргэлэн сумд сум дундын доктор байгаагүй юу.",train,"Яагаа вэ, манай зэргэлдээх Сэргэлэн сумд сум дундын доктор байгаагүй юу."
3107,D:\Projects\speech-recognition-demo\audios\common_voice_mn_20541254.wav,True,4.272,Бодит амьдрал дээр худлаа л байдаг байхгүй юу.,train,Бодит амьдрал дээр худлаа л байдаг байхгүй юу.
3108,D:\Projects\speech-recognition-demo\audios\common_voice_mn_20541255.wav,True,4.56,Харин буу холбоо хоёрыг чинь толгойгоор чинь сольж болно.,train,Харин буу холбоо хоёрыг чинь толгойгоор чинь сольж болно.
3109,D:\Projects\speech-recognition-demo\audios\common_voice_mn_20541256.wav,True,3.552,Бас түүний ажил ч гэсэн пуужинтай холбоотой.,train,Бас түүний ажил ч гэсэн пуужинтай холбоотой.
3110,D:\Projects\speech-recognition-demo\audios\common_voice_mn_20541257.wav,True,4.8,Гэхдээ үүнээс өмнөхөн нэг чухал үйл явдал тохиолдсоныг ярих нь зүйтэй.,train,Гэхдээ үүнээс өмнөхөн нэг чухал үйл явдал тохиолдсоныг ярих нь зүйтэй.
3111,D:\Projects\speech-recognition-demo\audios\common_voice_mn_20541258.wav,True,4.632,Өвчтэй хүн хэзээ ч өлсдөггүй шүү дээ.,train,Өвчтэй хүн хэзээ ч өлсдөггүй шүү дээ.
3112,D:\Projects\speech-recognition-demo\audios\common_voice_mn_20541259.wav,True,4.512,Гэтэл нөгөө Гомбод сольж өмсөх өмд цамц гээд байх юм байсангүй.,train,Гэтэл нөгөө Гомбод сольж өмсөх өмд цамц гээд байх юм байсангүй.
3113,D:\Projects\speech-recognition-demo\audios\common_voice_mn_20541260.wav,True,6.84,"Үнэндээ, бидэнд гарал үүслээ бүрэн тодорхойлох ноттой баримт уламжилж ирээгүй.",train,"Үнэндээ, бидэнд гарал үүслээ бүрэн тодорхойлох ноттой баримт уламжилж ирээгүй."
3114,D:\Projects\speech-recognition-demo\audios\common_voice_mn_20541261.wav,True,5.592,Харин сүсгээ ухамсарлаж байгаа арга нь өөр өөр гэх үү дээ.,train,Харин сүсгээ ухамсарлаж байгаа арга нь өөр өөр гэх үү дээ.
3115,D:\Projects\speech-recognition-demo\audios\common_voice_mn_20541263.wav,True,5.04,Ер нь тэгээд асуудал тодорхой болж байх шив дээ.,train,Ер нь тэгээд асуудал тодорхой болж байх шив дээ.
3116,D:\Projects\speech-recognition-demo\audios\common_voice_mn_20541264.wav,True,5.592,Хиймэл оюун ухааны чадамжийг сонирхох сонирхол өдөр ирэх тусам нэмэгдэж байгаа.,train,Хиймэл оюун ухааны чадамжийг сонирхох сонирхол өдөр ирэх тусам нэмэгдэж байгаа.
3117,D:\Projects\speech-recognition-demo\audios\common_voice_mn_20541265.wav,True,8.112,Алдаа шалгуур бол баримтын доторх буруу бичигдсэн байж болзошгүй үгсийг тэмдэглэдэг программ.,train,Алдаа шалгуур бол баримтын доторх буруу бичигдсэн байж болзошгүй үгсийг тэмдэглэдэг программ.
3118,D:\Projects\speech-recognition-demo\audios\common_voice_mn_20541266.wav,True,6.84,Хүүхэд тоглох талбай байтугай хүн амьд явах баталгаагүй цэв хүйтэн цементээр дүүрчихээр цэвдэг санагдана.,train,Хүүхэд тоглох талбай байтугай хүн амьд явах баталгаагүй цэв хүйтэн цементээр дүүрчихээр цэвдэг санагдана.
3119,D:\Projects\speech-recognition-demo\audios\common_voice_mn_20541267.wav,True,1.92,Мунхаг би өөрийн зоригоор танд шадарлаж ирлээ.,train,Мунхаг би өөрийн зоригоор танд шадарлаж ирлээ.
3120,D:\Projects\speech-recognition-demo\audios\common_voice_mn_20541268.wav,True,6.96,"Монголчууд хэрцгий догшин, эрэлхэг зоригтой, тэсвэр хатуужилтай байсан.",train,"Монголчууд хэрцгий догшин, эрэлхэг зоригтой, тэсвэр хатуужилтай байсан."
3121,D:\Projects\speech-recognition-demo\audios\common_voice_mn_20541269.wav,True,4.632,"Харин араас нь юм уу, хажуугаас нь очсон нь дээр байх.",train,"Харин араас нь юм уу, хажуугаас нь очсон нь дээр байх."
3122,D:\Projects\speech-recognition-demo\audios\common_voice_mn_20541270.wav,True,5.232,Охин тэнд буугаад тосгон хүртэл унадаг дугуйгаар явж хүрэх ёстой.,train,Охин тэнд буугаад тосгон хүртэл унадаг дугуйгаар явж хүрэх ёстой.
3123,D:\Projects\speech-recognition-demo\audios\common_voice_mn_20541271.wav,True,4.032,Хэрэв тийм бол энэ хүн амины хэрэг гэж сэжиглэж эхэлнэ.,train,Хэрэв тийм бол энэ хүн амины хэрэг гэж сэжиглэж эхэлнэ.
3124,D:\Projects\speech-recognition-demo\audios\common_voice_mn_20541272.wav,True,5.352,Дамбий өвгөнийд хавийн улс цуглаад бөөн шуугиан хөөрөөн болж байв.,train,Дамбий өвгөнийд хавийн улс цуглаад бөөн шуугиан хөөрөөн болж байв.
3125,D:\Projects\speech-recognition-demo\audios\common_voice_mn_20541273.wav,True,6.672,"Нөгөө бичиг баримтын англи, хятад орчуулгууд бэлэн болж байгаа юу, юу болж байна?",train,"Нөгөө бичиг баримтын англи, хятад орчуулгууд бэлэн болж байгаа юу, юу болж байна?"
3126,D:\Projects\speech-recognition-demo\audios\common_voice_mn_20541274.wav,True,2.4,Би ахиад ганц нэг хонох байх.,train,Би ахиад ганц нэг хонох байх.
3127,D:\Projects\speech-recognition-demo\audios\common_voice_mn_20541275.wav,True,3.6,Тэр өвдгөн дээрээ толгойгоо тавиад сулхан гиншинэ.,train,Тэр өвдгөн дээрээ толгойгоо тавиад сулхан гиншинэ.
3128,D:\Projects\speech-recognition-demo\audios\common_voice_mn_20541276.wav,True,2.832,Цас л тэр бодлуудыг өгсөн байх.,train,Цас л тэр бодлуудыг өгсөн байх.
3129,D:\Projects\speech-recognition-demo\audios\common_voice_mn_20541277.wav,True,7.8,Тэдний компани замын түгжрэл нэрмээс болдог түгээлтийн зардлаа хэмнэхээр бүтээгдэхүүнээ шөнийн цагаар түгээх болжээ.,train,Тэдний компани замын түгжрэл нэрмээс болдог түгээлтийн зардлаа хэмнэхээр бүтээгдэхүүнээ шөнийн цагаар түгээх болжээ.
3130,D:\Projects\speech-recognition-demo\audios\common_voice_mn_20541278.wav,True,4.44,Таны бие махбод улам залуужиж эхлэхийг та мэдэрнэ.,train,Таны бие махбод улам залуужиж эхлэхийг та мэдэрнэ.
3131,D:\Projects\speech-recognition-demo\audios\common_voice_mn_20541280.wav,True,4.44,Зүрх нь хэрхэн дэлсэхийг мэдрэх Скарлетт доошоо яарав.,train,Зүрх нь хэрхэн дэлсэхийг мэдрэх Скарлетт доошоо яарав.
3132,D:\Projects\speech-recognition-demo\audios\common_voice_mn_20541282.wav,True,4.152,Харин одоо бол Соном дарга та нарт цай өгөх гэж байна.,test,Харин одоо бол Соном дарга та нарт цай өгөх гэж байна.
3133,D:\Projects\speech-recognition-demo\audios\common_voice_mn_20541283.wav,True,5.592,"Гэхдээ ээжээсээ яав ийв гэж юу ч асуусангүй, ээж нь ч юм ярьсангүй.",train,"Гэхдээ ээжээсээ яав ийв гэж юу ч асуусангүй, ээж нь ч юм ярьсангүй."
3134,D:\Projects\speech-recognition-demo\audios\common_voice_mn_20541284.wav,True,3.84,Итгэмээргүй бүх юм сайхан сонсогдож байна.,train,Итгэмээргүй бүх юм сайхан сонсогдож байна.
3135,D:\Projects\speech-recognition-demo\audios\common_voice_mn_20541285.wav,True,5.352,Анчид Сибирь буюу тайгаас өнөөгийн тал нутагт бууж ирсэн гэж үздэг.,val,Анчид Сибирь буюу тайгаас өнөөгийн тал нутагт бууж ирсэн гэж үздэг.
3136,D:\Projects\speech-recognition-demo\audios\common_voice_mn_20541287.wav,True,6.552,Манайх ерөнхийдөө монголжуу хувцасладаг учраас цагаан сар наадамд тусгайлан зориулж хувцас бэлддэггүй.,train,Манайх ерөнхийдөө монголжуу хувцасладаг учраас цагаан сар наадамд тусгайлан зориулж хувцас бэлддэггүй.
3137,D:\Projects\speech-recognition-demo\audios\common_voice_mn_20541289.wav,True,4.44,Хэрэв би шүлэглэх авьяастай сан бол хэдэн мөр юм заавал бичих байсан.,train,Хэрэв би шүлэглэх авьяастай сан бол хэдэн мөр юм заавал бичих байсан.
3138,D:\Projects\speech-recognition-demo\audios\common_voice_mn_20541290.wav,True,5.832,"Социализмын үед, чамирхах, мэдэмхийрэх гэсэн нэгэн орос үг яриандаа хавчуулдаг байсан гэдэг.",train,"Социализмын үед, чамирхах, мэдэмхийрэх гэсэн нэгэн орос үг яриандаа хавчуулдаг байсан гэдэг."
3139,D:\Projects\speech-recognition-demo\audios\common_voice_mn_20541291.wav,True,4.512,Хоол ундных нь талаар эцэг эхэд нь санаа зовох юм алга.,train,Хоол ундных нь талаар эцэг эхэд нь санаа зовох юм алга.
3140,D:\Projects\speech-recognition-demo\audios\common_voice_mn_20541292.wav,True,7.32,"Тэргүүнээ дээш хандвал, дөрвөн зүг тунгалгаар цэлмээд, тэнгэрийн хязгаар асар өв тэгш болжээ.",train,"Тэргүүнээ дээш хандвал, дөрвөн зүг тунгалгаар цэлмээд, тэнгэрийн хязгаар асар өв тэгш болжээ."
3141,D:\Projects\speech-recognition-demo\audios\common_voice_mn_20541293.wav,True,3.672,Жижиглэн худалдаа нь олигтой болоогүй ажээ.,train,Жижиглэн худалдаа нь олигтой болоогүй ажээ.
3142,D:\Projects\speech-recognition-demo\audios\common_voice_mn_20541294.wav,True,3.552,Наад зах нь дайрлага дайрч өрөөл татуу болно.,train,Наад зах нь дайрлага дайрч өрөөл татуу болно.
3143,D:\Projects\speech-recognition-demo\audios\common_voice_mn_20541295.wav,True,4.632,Баримжаагаар бол Нууц ус тун ойрхон байх шиг санагдана.,train,Баримжаагаар бол Нууц ус тун ойрхон байх шиг санагдана.
3144,D:\Projects\speech-recognition-demo\audios\common_voice_mn_20541296.wav,True,7.872,"Шанаа руугаа хүчтэй дэлсүүлснээс нүднээс нь гал бутран, нармай нь янгинах шиг болно.",train,"Шанаа руугаа хүчтэй дэлсүүлснээс нүднээс нь гал бутран, нармай нь янгинах шиг болно."
3145,D:\Projects\speech-recognition-demo\audios\common_voice_mn_20541297.wav,True,5.76,Герман технологиор нь үйлдвэрлээд Герман болон Америкт борлуулдаг гэхээр итгэж болмоор санагдлаа.,train,Герман технологиор нь үйлдвэрлээд Герман болон Америкт борлуулдаг гэхээр итгэж болмоор санагдлаа.
3146,D:\Projects\speech-recognition-demo\audios\common_voice_mn_20541298.wav,True,2.472,"Холбооноос Таканоивад шийтгэл оногдуулж, Фүкүокад болох өвлийн тойргийн тэмцээнээс чөлөөлсөн байна.",train,"Холбооноос Таканоивад шийтгэл оногдуулж, Фүкүокад болох өвлийн тойргийн тэмцээнээс чөлөөлсөн байна."
3147,D:\Projects\speech-recognition-demo\audios\common_voice_mn_20541299.wav,True,4.92,Энэ бүхнийг Соном дарга өөрөө зохион байгуулсан ажээ.,train,Энэ бүхнийг Соном дарга өөрөө зохион байгуулсан ажээ.
3148,D:\Projects\speech-recognition-demo\audios\common_voice_mn_20541300.wav,True,3.84,Тэдэнд бас бидний тусламж хэрэгтэй байгаа.,train,Тэдэнд бас бидний тусламж хэрэгтэй байгаа.
3149,D:\Projects\speech-recognition-demo\audios\common_voice_mn_20541301.wav,True,4.752,Санааг нь бүү зовоо гэж хатуу хэлжээ.,train,Санааг нь бүү зовоо гэж хатуу хэлжээ.
3150,D:\Projects\speech-recognition-demo\audios\common_voice_mn_20541302.wav,True,4.32,Чамтай энд тааралдана гэж бодсонгүй шүү.,train,Чамтай энд тааралдана гэж бодсонгүй шүү.
3151,D:\Projects\speech-recognition-demo\audios\common_voice_mn_20541303.wav,True,4.8,Дүүгээ эхний жил бид хоёртой хамт амьдраач гэж урьжээ.,train,Дүүгээ эхний жил бид хоёртой хамт амьдраач гэж урьжээ.
3152,D:\Projects\speech-recognition-demo\audios\common_voice_mn_20541304.wav,True,4.08,Харин ах нь бүр сүүлд энэ бүхний учрыг ойлгодог.,train,Харин ах нь бүр сүүлд энэ бүхний учрыг ойлгодог.
3153,D:\Projects\speech-recognition-demo\audios\common_voice_mn_20541305.wav,True,5.4,Бэлэн мөнгөгүй бол бараа солилцооны саналуудыг ч нухацтай судалж үзэхэд илүүдэхгүй.,train,Бэлэн мөнгөгүй бол бараа солилцооны саналуудыг ч нухацтай судалж үзэхэд илүүдэхгүй.
3154,D:\Projects\speech-recognition-demo\audios\common_voice_mn_20541306.wav,True,6.0,Түүний нүүрэнд саяын нь бодлын ул мөрийг үлдээсэн ямар нэг гуниг тунарах ажээ.,train,Түүний нүүрэнд саяын нь бодлын ул мөрийг үлдээсэн ямар нэг гуниг тунарах ажээ.
3155,D:\Projects\speech-recognition-demo\audios\common_voice_mn_20541308.wav,True,4.44,Би ердийн энгийн даруухан мундир өмссөн байв.,test,Би ердийн энгийн даруухан мундир өмссөн байв.
3156,D:\Projects\speech-recognition-demo\audios\common_voice_mn_20541309.wav,True,3.96,Ханхар сайхан эрийг хайраараа аргамжсан бүсгүй хүн!,train,Ханхар сайхан эрийг хайраараа аргамжсан бүсгүй хүн!
3157,D:\Projects\speech-recognition-demo\audios\common_voice_mn_20541311.wav,True,5.232,Тухайн үед дундаж киноны зардал дээрхээс хоёр дахин бага байсан юм.,train,Тухайн үед дундаж киноны зардал дээрхээс хоёр дахин бага байсан юм.
3158,D:\Projects\speech-recognition-demo\audios\common_voice_mn_20541312.wav,True,5.64,Тэрчлэн хот янз бүрийн иж бүрдэл нийлүүлдэг үйлдвэрүүдийн шигүү сүлжээтэй аж.,train,Тэрчлэн хот янз бүрийн иж бүрдэл нийлүүлдэг үйлдвэрүүдийн шигүү сүлжээтэй аж.
3159,D:\Projects\speech-recognition-demo\audios\common_voice_mn_20541313.wav,True,8.352,"Бид ч дархан цаазат ууландаа очоод эрүүл агаараар амьсгалж, зүй зохистой зугаалах нөхцөл бүрдэнэ.",train,"Бид ч дархан цаазат ууландаа очоод эрүүл агаараар амьсгалж, зүй зохистой зугаалах нөхцөл бүрдэнэ."
3160,D:\Projects\speech-recognition-demo\audios\common_voice_mn_20541314.wav,True,6.792,"Хийдэг ажил нь юу вэ гэвэл хэсэх, тэнэх хэрэлдэх, зодолдох хааяа хааяа.",train,"Хийдэг ажил нь юу вэ гэвэл хэсэх, тэнэх хэрэлдэх, зодолдох хааяа хааяа."
3161,D:\Projects\speech-recognition-demo\audios\common_voice_mn_20541315.wav,True,4.632,Тосгоноосоо ер холддоггүй болохоор та минь ч яаж мэдэх вэ дээ.,train,Тосгоноосоо ер холддоггүй болохоор та минь ч яаж мэдэх вэ дээ.
3162,D:\Projects\speech-recognition-demo\audios\common_voice_mn_20541316.wav,True,4.512,Гэхдээ энэ хүний гадаад төрх ба зан араншин түүнд таалагдана.,test,Гэхдээ энэ хүний гадаад төрх ба зан араншин түүнд таалагдана.
3163,D:\Projects\speech-recognition-demo\audios\common_voice_mn_20541317.wav,True,5.52,Үүний урьд Сахиустай ажил төрлийн холбоотой байсан нэг хүн ярьж байна.,train,Үүний урьд Сахиустай ажил төрлийн холбоотой байсан нэг хүн ярьж байна.
3164,D:\Projects\speech-recognition-demo\audios\common_voice_mn_20541318.wav,True,3.912,Тэрбээр малд тун гярхай нэгэн байв.,train,Тэрбээр малд тун гярхай нэгэн байв.
3165,D:\Projects\speech-recognition-demo\audios\common_voice_mn_20541319.wav,True,7.872,"Үндсэндээ, дээрх хэлэлцүүлэг хэвшсэн хандлага руу чиглэсэн онолын ноцтой төвлөрлийн гол хэсгийг шилжүүлсэн.",train,"Үндсэндээ, дээрх хэлэлцүүлэг хэвшсэн хандлага руу чиглэсэн онолын ноцтой төвлөрлийн гол хэсгийг шилжүүлсэн."
3166,D:\Projects\speech-recognition-demo\audios\common_voice_mn_20541320.wav,True,3.36,Ирэх сайн өдөр ангийнхантайгаа явах уу!,val,Ирэх сайн өдөр ангийнхантайгаа явах уу!
3167,D:\Projects\speech-recognition-demo\audios\common_voice_mn_20541322.wav,True,2.832,Эрлийн үзүүрт юу эс байх аж.,test,Эрлийн үзүүрт юу эс байх аж.
3168,D:\Projects\speech-recognition-demo\audios\common_voice_mn_20541323.wav,True,8.352,"Хааяа нэгхэн, хашааны завсарт хүрч, Чүлтэмтэй жаал жуулхан ярилцсанаар сэтгэлийг бяцхан хуурна.",train,"Хааяа нэгхэн, хашааны завсарт хүрч, Чүлтэмтэй жаал жуулхан ярилцсанаар сэтгэлийг бяцхан хуурна."
3169,D:\Projects\speech-recognition-demo\audios\common_voice_mn_20541324.wav,True,7.2,"Их хэмжээний хог хураасныг цагдаа нар камер шүүн, зөвлөгөөн болсны дараа баримтаар нотолсон.",train,"Их хэмжээний хог хураасныг цагдаа нар камер шүүн, зөвлөгөөн болсны дараа баримтаар нотолсон."
3170,D:\Projects\speech-recognition-demo\audios\common_voice_mn_20541325.wav,True,4.92,Энэ дарвианаар Сүүлэн хүү холтсон дотор ороод нуугджээ.,train,Энэ дарвианаар Сүүлэн хүү холтсон дотор ороод нуугджээ.
3171,D:\Projects\speech-recognition-demo\audios\common_voice_mn_20541326.wav,True,5.592,Морин хуур минь хоёрхон чавхдасаар хорвоог уяраадаг хосгүй хөгжмийн зэмсэг билээ.,train,Морин хуур минь хоёрхон чавхдасаар хорвоог уяраадаг хосгүй хөгжмийн зэмсэг билээ.
3172,D:\Projects\speech-recognition-demo\audios\common_voice_mn_20541327.wav,True,4.56,Төрөх үед өвдөх эхийнхээ өвдөлтийг хүүхэд мэдэрдэг.,train,Төрөх үед өвдөх эхийнхээ өвдөлтийг хүүхэд мэдэрдэг.
3173,D:\Projects\speech-recognition-demo\audios\common_voice_mn_20541328.wav,True,4.512,Ингэж хэлээд удаагүй байтал нэгэн Африк хүн гарч ирж гэнэ.,train,Ингэж хэлээд удаагүй байтал нэгэн Африк хүн гарч ирж гэнэ.
3174,D:\Projects\speech-recognition-demo\audios\common_voice_mn_20541329.wav,True,4.632,Энэ нь надад болон миний оюутнуудад сануулга болдог байлаа.,train,Энэ нь надад болон миний оюутнуудад сануулга болдог байлаа.
3175,D:\Projects\speech-recognition-demo\audios\common_voice_mn_20541330.wav,True,4.2,Тэр бас өөрийнхөө дуу хоолойг захирч чадахгүй байлаа.,train,Тэр бас өөрийнхөө дуу хоолойг захирч чадахгүй байлаа.
3176,D:\Projects\speech-recognition-demo\audios\common_voice_mn_20541331.wav,True,2.64,Ах нь хядаад өгье гэж байв.,train,Ах нь хядаад өгье гэж байв.
3177,D:\Projects\speech-recognition-demo\audios\common_voice_mn_20541332.wav,True,4.272,Хүн хүндээ дасна гэдэг юутай ч зүйрлэмгүй хэцүү юм шүү.,train,Хүн хүндээ дасна гэдэг юутай ч зүйрлэмгүй хэцүү юм шүү.
3178,D:\Projects\speech-recognition-demo\audios\common_voice_mn_20541333.wav,True,6.12,Ханиад хүрээд хамаг бие шархираад нэг л онцгүйхэн байгаа юм чинь явахаа больё доо.,train,Ханиад хүрээд хамаг бие шархираад нэг л онцгүйхэн байгаа юм чинь явахаа больё доо.
3179,D:\Projects\speech-recognition-demo\audios\common_voice_mn_20541334.wav,True,3.6,Ядуу тарчиг байсан үеэс л илүү байх.,train,Ядуу тарчиг байсан үеэс л илүү байх.
3180,D:\Projects\speech-recognition-demo\audios\common_voice_mn_20541335.wav,True,5.712,Үүнийг орчин үеийн зохион байгуулалтжуулсан эдийн засаг өдөөн хатгаж шүүмжилсэн.,train,Үүнийг орчин үеийн зохион байгуулалтжуулсан эдийн засаг өдөөн хатгаж шүүмжилсэн.
3181,D:\Projects\speech-recognition-demo\audios\common_voice_mn_20541336.wav,True,3.6,Өөрөө жаахан хоол аялуулан идэж байя!,train,Өөрөө жаахан хоол аялуулан идэж байя!
3182,D:\Projects\speech-recognition-demo\audios\common_voice_mn_20541337.wav,True,3.84,Хамгийн энэрэлгүй тоглоомд хөөрхий Болд өртжээ.,test,Хамгийн энэрэлгүй тоглоомд хөөрхий Болд өртжээ.
3183,D:\Projects\speech-recognition-demo\audios\common_voice_mn_20541338.wav,True,5.112,Хашаатын төв дээр надад одоохондоо сангаас гэр барьж өгөх байх.,train,Хашаатын төв дээр надад одоохондоо сангаас гэр барьж өгөх байх.
3184,D:\Projects\speech-recognition-demo\audios\common_voice_mn_20541339.wav,True,4.56,Даанч манай хил дээр гаалийнхны шалгалт тун хэцүү гэцгээж байв.,train,Даанч манай хил дээр гаалийнхны шалгалт тун хэцүү гэцгээж байв.
3185,D:\Projects\speech-recognition-demo\audios\common_voice_mn_20541340.wav,True,5.04,Тийм алхам хийх үед миний зөв юм шиг л санагдаж байсан даа.,train,Тийм алхам хийх үед миний зөв юм шиг л санагдаж байсан даа.
3186,D:\Projects\speech-recognition-demo\audios\common_voice_mn_20541342.wav,True,4.392,Ийнхүү сэтгэлийн там болсон хэрэг илэрч дотор онгойж билээ.,train,Ийнхүү сэтгэлийн там болсон хэрэг илэрч дотор онгойж билээ.
3187,D:\Projects\speech-recognition-demo\audios\common_voice_mn_20541343.wav,True,4.152,Тэгээд таарсан хүнтэйгээ суух болж байна.,train,Тэгээд таарсан хүнтэйгээ суух болж байна.
3188,D:\Projects\speech-recognition-demo\audios\common_voice_mn_20541344.wav,True,5.352,Тэр намайг Лайл Бермантай хязгаартай Омаха тоглохыг зөвлөв.,train,Тэр намайг Лайл Бермантай хязгаартай Омаха тоглохыг зөвлөв.
3189,D:\Projects\speech-recognition-demo\audios\common_voice_mn_20541345.wav,True,3.552,Аягүй бол цагдаа нарт баригдаж бөөн юм болно.,train,Аягүй бол цагдаа нарт баригдаж бөөн юм болно.
3190,D:\Projects\speech-recognition-demo\audios\common_voice_mn_20541346.wav,True,3.312,Хийчихмээр ажил мөн ч их байна даа.,train,Хийчихмээр ажил мөн ч их байна даа.
3191,D:\Projects\speech-recognition-demo\audios\common_voice_mn_20541347.wav,True,5.952,Одоогоор дээрх орнуудаас гадна Япон улсад лам нараа сургах тал дээр ажиллаж байна.,train,Одоогоор дээрх орнуудаас гадна Япон улсад лам нараа сургах тал дээр ажиллаж байна.
3192,D:\Projects\speech-recognition-demo\audios\common_voice_mn_20541349.wav,True,6.072,Тэр харвасан одны доохон хөмсөг мэт шинийн гуравны саран сүүмийн тахирлана.,train,Тэр харвасан одны доохон хөмсөг мэт шинийн гуравны саран сүүмийн тахирлана.
3193,D:\Projects\speech-recognition-demo\audios\common_voice_mn_20541351.wav,True,4.32,Дөнгөж барьж ирсэн болоод л хамраа дуугаргаад байгаа юм.,train,Дөнгөж барьж ирсэн болоод л хамраа дуугаргаад байгаа юм.
3194,D:\Projects\speech-recognition-demo\audios\common_voice_mn_20541352.wav,True,4.632,Хотод очоод олон зураг угааж өгнө гээд нэгийг ч өгөөгүй л юм.,test,Хотод очоод олон зураг угааж өгнө гээд нэгийг ч өгөөгүй л юм.
3195,D:\Projects\speech-recognition-demo\audios\common_voice_mn_20541353.wav,True,5.76,"Хүн бүр өөр өөрийн гэсэн үзэл бодол, ертөнцийг харах цонх, үнэлэмжтэй.",train,"Хүн бүр өөр өөрийн гэсэн үзэл бодол, ертөнцийг харах цонх, үнэлэмжтэй."
3196,D:\Projects\speech-recognition-demo\audios\common_voice_mn_20541354.wav,True,5.952,Бидний эцсийн болоод хэтийн зорилт бол үр дүнд суурилсан төсөв байх болно.,train,Бидний эцсийн болоод хэтийн зорилт бол үр дүнд суурилсан төсөв байх болно.
3197,D:\Projects\speech-recognition-demo\audios\common_voice_mn_20541355.wav,True,6.12,Харин аян шалтаг битгий нэмээд жайжганачхаад ирээрэй.,train,Харин аян шалтаг битгий нэмээд жайжганачхаад ирээрэй.
3198,D:\Projects\speech-recognition-demo\audios\common_voice_mn_20541356.wav,True,3.96,гэж хэлэхэд нь би дэргэд нь очив.,train,гэж хэлэхэд нь би дэргэд нь очив.
3199,D:\Projects\speech-recognition-demo\audios\common_voice_mn_20541357.wav,True,4.32,Бодлыг минь баталсан сэтгэлт хосууд ч энд дайралдав.,train,Бодлыг минь баталсан сэтгэлт хосууд ч энд дайралдав.
3200,D:\Projects\speech-recognition-demo\audios\common_voice_mn_20541363.wav,True,5.232,Намайг нутгаасаа гарахад Их сургууль байтугай бага сургууль цөөхөнтэй байсан орон.,train,Намайг нутгаасаа гарахад Их сургууль байтугай бага сургууль цөөхөнтэй байсан орон.
3201,D:\Projects\speech-recognition-demo\audios\common_voice_mn_20541364.wav,True,5.592,Заримдаа над цээрээс харуулдсан модны зомгол ирж авдаг юм.,train,Заримдаа над цээрээс харуулдсан модны зомгол ирж авдаг юм.
3202,D:\Projects\speech-recognition-demo\audios\common_voice_mn_20541365.wav,True,7.08,"Онигоо зохиож бичдэг, түүгээрээ нийгмийн болохгүй байгаа хэсгийг нэлээн хошин маягаар егөөдөж илэрхийлдэг.",train,"Онигоо зохиож бичдэг, түүгээрээ нийгмийн болохгүй байгаа хэсгийг нэлээн хошин маягаар егөөдөж илэрхийлдэг."
3203,D:\Projects\speech-recognition-demo\audios\common_voice_mn_20541366.wav,True,4.2,Энэ бол түүнээс саяыг хүсэх сайхан шалтаг.,train,Энэ бол түүнээс саяыг хүсэх сайхан шалтаг.
3204,D:\Projects\speech-recognition-demo\audios\common_voice_mn_20541367.wav,True,5.712,Билгийн нүд тань тэгширч бичгийн үйлс тань тэгшрэх бэлгэтэй ерөөлийг дэвшүүлье.,train,Билгийн нүд тань тэгширч бичгийн үйлс тань тэгшрэх бэлгэтэй ерөөлийг дэвшүүлье.
3205,D:\Projects\speech-recognition-demo\audios\common_voice_mn_20541368.wav,True,5.28,Тэр хавиар явж сураг тавиад олсонгүй.,train,Тэр хавиар явж сураг тавиад олсонгүй.
3206,D:\Projects\speech-recognition-demo\audios\common_voice_mn_20541369.wav,True,5.712,Туранхай ч биш гээд өвгөн толгойгоо сэжлээд бас бүдүүн ч биш.,train,Туранхай ч биш гээд өвгөн толгойгоо сэжлээд бас бүдүүн ч биш.
3207,D:\Projects\speech-recognition-demo\audios\common_voice_mn_20541370.wav,True,6.12,Тэр өөрийн жинхэнэ алдрыг жүжгээр олж аваагүй билээ.,train,Тэр өөрийн жинхэнэ алдрыг жүжгээр олж аваагүй билээ.
3208,D:\Projects\speech-recognition-demo\audios\common_voice_mn_20541371.wav,True,5.832,Гагцхүү Александрын буянаар л Неаполийг францчууд удалгүй орхисон байна.,train,Гагцхүү Александрын буянаар л Неаполийг францчууд удалгүй орхисон байна.
3209,D:\Projects\speech-recognition-demo\audios\common_voice_mn_20541373.wav,True,4.44,Дараагийнх нь хэн бэ гэдэгт тэр эргэлзсэнгүй.,train,Дараагийнх нь хэн бэ гэдэгт тэр эргэлзсэнгүй.
3210,D:\Projects\speech-recognition-demo\audios\common_voice_mn_20541374.wav,True,5.112,Гаднаас нь харвал дун цагаан өргөө харагдана.,train,Гаднаас нь харвал дун цагаан өргөө харагдана.
3211,D:\Projects\speech-recognition-demo\audios\common_voice_mn_20541375.wav,True,4.08,Хүн гэдэг чинь ганц л насална шүү дээ.,train,Хүн гэдэг чинь ганц л насална шүү дээ.
3212,D:\Projects\speech-recognition-demo\audios\common_voice_mn_20541376.wav,True,6.672,Хэрвээ та хэн нэгэн хүний үнэ цэнийг нэмэгдүүлэхийг хүсвэл түүнийг үнэлэх ёстой.,train,Хэрвээ та хэн нэгэн хүний үнэ цэнийг нэмэгдүүлэхийг хүсвэл түүнийг үнэлэх ёстой.
3213,D:\Projects\speech-recognition-demo\audios\common_voice_mn_20541377.wav,True,3.36,Ёстой голыг нь олсон байгаа биз?,train,Ёстой голыг нь олсон байгаа биз?
